Deduped.author.names,Author.Keywords
"Viola, I.",aggregation
"Viola, I.",interaction
"Kozlikova, B.",Protein
"Kozlikova, B.",tunnel
"Kozlikova, B.",molecular dynamics
"Kozlikova, B.",aggregation
"Kozlikova, B.",interaction
"Ament, M.",Direct volume rendering
"Ament, M.",volume illumination
"Ament, M.",anisotropic shading
"Dachsbacher, C.",Direct volume rendering
"Dachsbacher, C.",volume illumination
"Dachsbacher, C.",anisotropic shading
Xiaotong Liu,Multivariate data
Xiaotong Liu,association analysis
Xiaotong Liu,visual exploration
Xiaotong Liu,multiple views
Han-Wei Shen,Multivariate data
Han-Wei Shen,association analysis
Han-Wei Shen,visual exploration
Han-Wei Shen,multiple views
"Park, S.",Multivariate data
"Park, S.",association analysis
"Park, S.",visual exploration
"Park, S.",multiple views
"Seo, H.",Multivariate data
"Seo, H.",association analysis
"Seo, H.",visual exploration
"Seo, H.",multiple views
"Cha, S.",Multivariate data
"Cha, S.",association analysis
"Cha, S.",visual exploration
"Cha, S.",multiple views
"Noh, J.",Multivariate data
"Noh, J.",association analysis
"Noh, J.",visual exploration
"Noh, J.",multiple views
Lingyun Yu,Selection
Lingyun Yu,spatial selection
Lingyun Yu,structure-aware selection
Lingyun Yu,context-aware selection
Lingyun Yu,exploratory data visualization and analysis
Lingyun Yu,3D interaction
Lingyun Yu,user interaction
"Efstathiou, K.",Selection
"Efstathiou, K.",spatial selection
"Efstathiou, K.",structure-aware selection
"Efstathiou, K.",context-aware selection
"Efstathiou, K.",exploratory data visualization and analysis
"Efstathiou, K.",3D interaction
"Efstathiou, K.",user interaction
"Isenberg, P.",Selection
"Isenberg, P.",spatial selection
"Isenberg, P.",structure-aware selection
"Isenberg, P.",context-aware selection
"Isenberg, P.",exploratory data visualization and analysis
"Isenberg, P.",3D interaction
"Isenberg, P.",user interaction
"Isenberg, T.",Selection
"Isenberg, T.",spatial selection
"Isenberg, T.",structure-aware selection
"Isenberg, T.",context-aware selection
"Isenberg, T.",exploratory data visualization and analysis
"Isenberg, T.",3D interaction
"Isenberg, T.",user interaction
"Oeltze-Jafra, S.",Blood Flow
"Oeltze-Jafra, S.",Aneurysm
"Oeltze-Jafra, S.",Clustering
"Oeltze-Jafra, S.",Vortex Dynamics
"Oeltze-Jafra, S.",Embedded Vortices
"Cebral, J.R.",Blood Flow
"Cebral, J.R.",Aneurysm
"Cebral, J.R.",Clustering
"Cebral, J.R.",Vortex Dynamics
"Cebral, J.R.",Embedded Vortices
"Janiga, G.",Blood Flow
"Janiga, G.",Aneurysm
"Janiga, G.",Clustering
"Janiga, G.",Vortex Dynamics
"Janiga, G.",Embedded Vortices
"Preim, B.",Blood Flow
"Preim, B.",Aneurysm
"Preim, B.",Clustering
"Preim, B.",Vortex Dynamics
"Preim, B.",Embedded Vortices
"Wald, I.",Ray tracing
"Wald, I.",Visualization
"Wald, I.",Particle Data
"Wald, I.",k-d Trees
"Knoll, A.",Ray tracing
"Knoll, A.",Visualization
"Knoll, A.",Particle Data
"Knoll, A.",k-d Trees
"Johnson, G.P.",Ray tracing
"Johnson, G.P.",Visualization
"Johnson, G.P.",Particle Data
"Johnson, G.P.",k-d Trees
"Usher, W.",Ray tracing
"Usher, W.",Visualization
"Usher, W.",Particle Data
"Usher, W.",k-d Trees
"Pascucci, V.",Ray tracing
"Pascucci, V.",Visualization
"Pascucci, V.",Particle Data
"Pascucci, V.",k-d Trees
"Papka, M.E.",Ray tracing
"Papka, M.E.",Visualization
"Papka, M.E.",Particle Data
"Papka, M.E.",k-d Trees
"Kindlmann, G.",Domain specific language
"Kindlmann, G.",portable parallel programming
"Kindlmann, G.",scientific visualization
"Kindlmann, G.",tensor fields
"Chiw, C.",Domain specific language
"Chiw, C.",portable parallel programming
"Chiw, C.",scientific visualization
"Chiw, C.",tensor fields
"Seltzer, N.",Domain specific language
"Seltzer, N.",portable parallel programming
"Seltzer, N.",scientific visualization
"Seltzer, N.",tensor fields
"Samuels, L.",Domain specific language
"Samuels, L.",portable parallel programming
"Samuels, L.",scientific visualization
"Samuels, L.",tensor fields
"Reppy, J.",Domain specific language
"Reppy, J.",portable parallel programming
"Reppy, J.",scientific visualization
"Reppy, J.",tensor fields
"Dutta, S.",Gaussian mixture model (GMM)
"Dutta, S.",Incremental learning
"Dutta, S.",Feature extraction and tracking
"Dutta, S.",Time-varying data analysis
Han-Wei Shen,Gaussian mixture model (GMM)
Han-Wei Shen,Incremental learning
Han-Wei Shen,Feature extraction and tracking
Han-Wei Shen,Time-varying data analysis
Lihua Hao,Ensemble visualization
"Healey, C.",Ensemble visualization
"Bass, S.A.",Ensemble visualization
"Butkiewicz, T.",Structured textures
"Butkiewicz, T.",terrain
"Butkiewicz, T.",deformation
"Butkiewicz, T.",dynamic surfaces
"Stevens, A.H.",Structured textures
"Stevens, A.H.",terrain
"Stevens, A.H.",deformation
"Stevens, A.H.",dynamic surfaces
"Matvienko, V.",flow visualization
"Matvienko, V.",texture-based visualization
"Matvienko, V.",LIC
"Matvienko, V.",Gabor filter
"Matvienko, V.",spatial frequency
"Matvienko, V.",image contrast
"Kruger, J.",flow visualization
"Kruger, J.",texture-based visualization
"Kruger, J.",LIC
"Kruger, J.",Gabor filter
"Kruger, J.",spatial frequency
"Kruger, J.",image contrast
Hanqi Guo,Superconductor
Hanqi Guo,Vortex extraction
Hanqi Guo,Feature tracking
Hanqi Guo,Unstructured grid
"Phillips, C.L.",Superconductor
"Phillips, C.L.",Vortex extraction
"Phillips, C.L.",Feature tracking
"Phillips, C.L.",Unstructured grid
"Peterka, T.",Superconductor
"Peterka, T.",Vortex extraction
"Peterka, T.",Feature tracking
"Peterka, T.",Unstructured grid
"Karpeyev, D.",Superconductor
"Karpeyev, D.",Vortex extraction
"Karpeyev, D.",Feature tracking
"Karpeyev, D.",Unstructured grid
"Glatz, A.",Superconductor
"Glatz, A.",Vortex extraction
"Glatz, A.",Feature tracking
"Glatz, A.",Unstructured grid
"Zobel, V.",tensor visualization
"Zobel, V.",feature-based visualisation
"Zobel, V.",composite materials
"Zobel, V.",structural mechanics
"Stommel, M.",tensor visualization
"Stommel, M.",feature-based visualisation
"Stommel, M.",composite materials
"Stommel, M.",structural mechanics
"Scheuermann, G.",tensor visualization
"Scheuermann, G.",feature-based visualisation
"Scheuermann, G.",composite materials
"Scheuermann, G.",structural mechanics
"Kurzhals, K.",Eye tracking
"Kurzhals, K.",time-dependent data
"Kurzhals, K.",spatio-temporal visualization
"Hlawatsch, M.",Eye tracking
"Hlawatsch, M.",time-dependent data
"Hlawatsch, M.",spatio-temporal visualization
"Heimerl, F.",Eye tracking
"Heimerl, F.",time-dependent data
"Heimerl, F.",spatio-temporal visualization
"Burch, M.",Eye tracking
"Burch, M.",time-dependent data
"Burch, M.",spatio-temporal visualization
"Ertl, T.",Eye tracking
"Ertl, T.",time-dependent data
"Ertl, T.",spatio-temporal visualization
"Weiskopf, D.",Eye tracking
"Weiskopf, D.",time-dependent data
"Weiskopf, D.",spatio-temporal visualization
Changgong Zhang,Glyph Design
Changgong Zhang,Comparative Visualization
Changgong Zhang,Diffusion Tensor Field
"Schultz, T.",Glyph Design
"Schultz, T.",Comparative Visualization
"Schultz, T.",Diffusion Tensor Field
"Lawonn, K.",Glyph Design
"Lawonn, K.",Comparative Visualization
"Lawonn, K.",Diffusion Tensor Field
"Eisemann, E.",Glyph Design
"Eisemann, E.",Comparative Visualization
"Eisemann, E.",Diffusion Tensor Field
"Vilanova, A.",Glyph Design
"Vilanova, A.",Comparative Visualization
"Vilanova, A.",Diffusion Tensor Field
"Woodring, J.",In situ analysis
"Woodring, J.",online analysis
"Woodring, J.",mesoscale eddies
"Woodring, J.",ocean modeling
"Woodring, J.",climate modeling
"Woodring, J.",simulation
"Woodring, J.",feature extraction
"Woodring, J.",feature analysis
"Woodring, J.",high performance computing
"Woodring, J.",supercomputing
"Woodring, J.",software engineering
"Woodring, J.",collaborative development
"Woodring, J.",revision control
"Petersen, M.",In situ analysis
"Petersen, M.",online analysis
"Petersen, M.",mesoscale eddies
"Petersen, M.",ocean modeling
"Petersen, M.",climate modeling
"Petersen, M.",simulation
"Petersen, M.",feature extraction
"Petersen, M.",feature analysis
"Petersen, M.",high performance computing
"Petersen, M.",supercomputing
"Petersen, M.",software engineering
"Petersen, M.",collaborative development
"Petersen, M.",revision control
"Schmeisser, A.",In situ analysis
"Schmeisser, A.",online analysis
"Schmeisser, A.",mesoscale eddies
"Schmeisser, A.",ocean modeling
"Schmeisser, A.",climate modeling
"Schmeisser, A.",simulation
"Schmeisser, A.",feature extraction
"Schmeisser, A.",feature analysis
"Schmeisser, A.",high performance computing
"Schmeisser, A.",supercomputing
"Schmeisser, A.",software engineering
"Schmeisser, A.",collaborative development
"Schmeisser, A.",revision control
"Patchett, J.",In situ analysis
"Patchett, J.",online analysis
"Patchett, J.",mesoscale eddies
"Patchett, J.",ocean modeling
"Patchett, J.",climate modeling
"Patchett, J.",simulation
"Patchett, J.",feature extraction
"Patchett, J.",feature analysis
"Patchett, J.",high performance computing
"Patchett, J.",supercomputing
"Patchett, J.",software engineering
"Patchett, J.",collaborative development
"Patchett, J.",revision control
"Ahrens, J.",In situ analysis
"Ahrens, J.",online analysis
"Ahrens, J.",mesoscale eddies
"Ahrens, J.",ocean modeling
"Ahrens, J.",climate modeling
"Ahrens, J.",simulation
"Ahrens, J.",feature extraction
"Ahrens, J.",feature analysis
"Ahrens, J.",high performance computing
"Ahrens, J.",supercomputing
"Ahrens, J.",software engineering
"Ahrens, J.",collaborative development
"Ahrens, J.",revision control
"Hagen, H.",In situ analysis
"Hagen, H.",online analysis
"Hagen, H.",mesoscale eddies
"Hagen, H.",ocean modeling
"Hagen, H.",climate modeling
"Hagen, H.",simulation
"Hagen, H.",feature extraction
"Hagen, H.",feature analysis
"Hagen, H.",high performance computing
"Hagen, H.",supercomputing
"Hagen, H.",software engineering
"Hagen, H.",collaborative development
"Hagen, H.",revision control
"Sakurai, D.",Singular fibers
"Sakurai, D.",fiber topology
"Sakurai, D.",mathematical visualization
"Sakurai, D.",design study
"Saeki, O.",Singular fibers
"Saeki, O.",fiber topology
"Saeki, O.",mathematical visualization
"Saeki, O.",design study
"Carr, H.",Singular fibers
"Carr, H.",fiber topology
"Carr, H.",mathematical visualization
"Carr, H.",design study
Hsiang-Yun Wu,Singular fibers
Hsiang-Yun Wu,fiber topology
Hsiang-Yun Wu,mathematical visualization
Hsiang-Yun Wu,design study
"Yamamoto, T.",Singular fibers
"Yamamoto, T.",fiber topology
"Yamamoto, T.",mathematical visualization
"Yamamoto, T.",design study
"Duke, D.",Singular fibers
"Duke, D.",fiber topology
"Duke, D.",mathematical visualization
"Duke, D.",design study
"Takahashi, S.",Singular fibers
"Takahashi, S.",fiber topology
"Takahashi, S.",mathematical visualization
"Takahashi, S.",design study
"Gyulassy, A.",materials science
"Gyulassy, A.",morse-smale
"Gyulassy, A.",topology
"Gyulassy, A.",Delaunay
"Gyulassy, A.",computational geometry
"Knoll, A.",materials science
"Knoll, A.",morse-smale
"Knoll, A.",topology
"Knoll, A.",Delaunay
"Knoll, A.",computational geometry
Chun Lau,materials science
Chun Lau,morse-smale
Chun Lau,topology
Chun Lau,Delaunay
Chun Lau,computational geometry
Bei Wang,materials science
Bei Wang,morse-smale
Bei Wang,topology
Bei Wang,Delaunay
Bei Wang,computational geometry
"Jonsson, D.",Transfer function
"Jonsson, D.",scalar fields
"Jonsson, D.",volume rendering
"Jonsson, D.",touch interaction
"Jonsson, D.",visualization
"Jonsson, D.",user interfaces
"Falk, M.",Transfer function
"Falk, M.",scalar fields
"Falk, M.",volume rendering
"Falk, M.",touch interaction
"Falk, M.",visualization
"Falk, M.",user interfaces
"Ynnerman, A.",Transfer function
"Ynnerman, A.",scalar fields
"Ynnerman, A.",volume rendering
"Ynnerman, A.",touch interaction
"Ynnerman, A.",visualization
"Ynnerman, A.",user interfaces
"Athawale, T.",Uncertainty quantification
"Athawale, T.",linear interpolation
"Athawale, T.",isosurface extraction
"Athawale, T.",marching cubes
"Athawale, T.",nonparametric statistics
"Sakhaee, E.",Uncertainty quantification
"Sakhaee, E.",linear interpolation
"Sakhaee, E.",isosurface extraction
"Sakhaee, E.",marching cubes
"Sakhaee, E.",nonparametric statistics
"Entezari, A.",Uncertainty quantification
"Entezari, A.",linear interpolation
"Entezari, A.",isosurface extraction
"Entezari, A.",marching cubes
"Entezari, A.",nonparametric statistics
"LabschÃ¼tz, M.",Data Transformation and Representation
"LabschÃ¼tz, M.",GPUs and Multi-core Architectures
"LabschÃ¼tz, M.",Volume Rendering
"Bruckner, S.",Data Transformation and Representation
"Bruckner, S.",GPUs and Multi-core Architectures
"Bruckner, S.",Volume Rendering
"Groller, E.",Data Transformation and Representation
"Groller, E.",GPUs and Multi-core Architectures
"Groller, E.",Volume Rendering
"Hadwiger, M.",Data Transformation and Representation
"Hadwiger, M.",GPUs and Multi-core Architectures
"Hadwiger, M.",Volume Rendering
"Rautek, P.",Data Transformation and Representation
"Rautek, P.",GPUs and Multi-core Architectures
"Rautek, P.",Volume Rendering
Yi Gu,Time-varying data visualization
Yi Gu,graph simplification
Yi Gu,community detection
Yi Gu,visual recommendation
Chaoli Wang,Time-varying data visualization
Chaoli Wang,graph simplification
Chaoli Wang,community detection
Chaoli Wang,visual recommendation
"Peterka, T.",Time-varying data visualization
"Peterka, T.",graph simplification
"Peterka, T.",community detection
"Peterka, T.",visual recommendation
"Jacob, R.",Time-varying data visualization
"Jacob, R.",graph simplification
"Jacob, R.",community detection
"Jacob, R.",visual recommendation
Seung Hyun Kim,Time-varying data visualization
Seung Hyun Kim,graph simplification
Seung Hyun Kim,community detection
Seung Hyun Kim,visual recommendation
Zhongjie Wang,Pattern matching
Zhongjie Wang,multi-field visualization
"Seidel, H.-P.",Pattern matching
"Seidel, H.-P.",multi-field visualization
"Weinkauf, T.",Pattern matching
"Weinkauf, T.",multi-field visualization
"Al-Awami, A.",Neuroscience
"Al-Awami, A.",Segmentation
"Al-Awami, A.",Proofreading
"Al-Awami, A.",Data and Provenance Tracking
"Beyer, J.",Neuroscience
"Beyer, J.",Segmentation
"Beyer, J.",Proofreading
"Beyer, J.",Data and Provenance Tracking
"Haehn, D.",Neuroscience
"Haehn, D.",Segmentation
"Haehn, D.",Proofreading
"Haehn, D.",Data and Provenance Tracking
"Kasthuri, N.",Neuroscience
"Kasthuri, N.",Segmentation
"Kasthuri, N.",Proofreading
"Kasthuri, N.",Data and Provenance Tracking
"Lichtman, J.",Neuroscience
"Lichtman, J.",Segmentation
"Lichtman, J.",Proofreading
"Lichtman, J.",Data and Provenance Tracking
"Pfister, H.",Neuroscience
"Pfister, H.",Segmentation
"Pfister, H.",Proofreading
"Pfister, H.",Data and Provenance Tracking
"Hadwiger, M.",Neuroscience
"Hadwiger, M.",Segmentation
"Hadwiger, M.",Proofreading
"Hadwiger, M.",Data and Provenance Tracking
"Lawonn, K.",Medical visualization
"Lawonn, K.",aneurysms
"Lawonn, K.",blood flow
"Lawonn, K.",wall thickness
"Lawonn, K.",illustrative visualization
"GlaÃŸer, S.",Medical visualization
"GlaÃŸer, S.",aneurysms
"GlaÃŸer, S.",blood flow
"GlaÃŸer, S.",wall thickness
"GlaÃŸer, S.",illustrative visualization
"Vilanova, A.",Medical visualization
"Vilanova, A.",aneurysms
"Vilanova, A.",blood flow
"Vilanova, A.",wall thickness
"Vilanova, A.",illustrative visualization
"Preim, B.",Medical visualization
"Preim, B.",aneurysms
"Preim, B.",blood flow
"Preim, B.",wall thickness
"Preim, B.",illustrative visualization
"Isenberg, T.",Medical visualization
"Isenberg, T.",aneurysms
"Isenberg, T.",blood flow
"Isenberg, T.",wall thickness
"Isenberg, T.",illustrative visualization
"Marino, J.",Transfer function
"Marino, J.",scalar fields
"Marino, J.",volume rendering
"Marino, J.",touch interaction
"Marino, J.",visualization
"Marino, J.",user interfaces
"Kaufman, A.",Transfer function
"Kaufman, A.",scalar fields
"Kaufman, A.",volume rendering
"Kaufman, A.",touch interaction
"Kaufman, A.",visualization
"Kaufman, A.",user interfaces
"Skanberg, R.",Molecular visualization
"Skanberg, R.",diffuse interreflections
"Skanberg, R.",ambient occlusion
"Vazquez, P.-P.",Molecular visualization
"Vazquez, P.-P.",diffuse interreflections
"Vazquez, P.-P.",ambient occlusion
"Guallar, V.",Molecular visualization
"Guallar, V.",diffuse interreflections
"Guallar, V.",ambient occlusion
"Ropinski, T.",Molecular visualization
"Ropinski, T.",diffuse interreflections
"Ropinski, T.",ambient occlusion
"Berge, C.S.Z.",Ultrasound
"Berge, C.S.Z.",Uncertainty Visualization
"Berge, C.S.Z.",Confidence Maps
"Berge, C.S.Z.",Real-time
"Declara, D.",Ultrasound
"Declara, D.",Uncertainty Visualization
"Declara, D.",Confidence Maps
"Declara, D.",Real-time
"Hennersperger, C.",Ultrasound
"Hennersperger, C.",Uncertainty Visualization
"Hennersperger, C.",Confidence Maps
"Hennersperger, C.",Real-time
"Baust, M.",Ultrasound
"Baust, M.",Uncertainty Visualization
"Baust, M.",Confidence Maps
"Baust, M.",Real-time
"Navab, N.",Ultrasound
"Navab, N.",Uncertainty Visualization
"Navab, N.",Confidence Maps
"Navab, N.",Real-time
"Kappe, C.P.",Cell migration
"Kappe, C.P.",vector field
"Kappe, C.P.",3D
"Kappe, C.P.",timedependent
"Kappe, C.P.",LIC
"Kappe, C.P.",tracking
"Kappe, C.P.",validation
"Schutz, L.",Cell migration
"Schutz, L.",vector field
"Schutz, L.",3D
"Schutz, L.",timedependent
"Schutz, L.",LIC
"Schutz, L.",tracking
"Schutz, L.",validation
"Gunther, S.",Cell migration
"Gunther, S.",vector field
"Gunther, S.",3D
"Gunther, S.",timedependent
"Gunther, S.",LIC
"Gunther, S.",tracking
"Gunther, S.",validation
"Hufnagel, L.",Cell migration
"Hufnagel, L.",vector field
"Hufnagel, L.",3D
"Hufnagel, L.",timedependent
"Hufnagel, L.",LIC
"Hufnagel, L.",tracking
"Hufnagel, L.",validation
"Lemke, S.",Cell migration
"Lemke, S.",vector field
"Lemke, S.",3D
